category_alias,category_title,yelp_id,yelp_name,yelp_rating,yelp_coordinates.latitude,yelp_coordinates.longitude,yelp_location.address1,yelp_location.city,yelp_distance,bike_lat,bike_lon,bike_id,free_bikes
thai,Thai,n_tCTmh_deNgghFQrgqw8A,The Tiki Bar & Kitsch Inn,4.2,55.864946,-4.264367,214 Bath Street,Glasgow,1550.7592957422457,55.877822,-4.254817,6006222102c4bdaf1e119fc089393312,1
tikibars,Tiki Bars,n_tCTmh_deNgghFQrgqw8A,The Tiki Bar & Kitsch Inn,4.2,55.864946,-4.264367,214 Bath Street,Glasgow,1550.7592957422457,55.877822,-4.254817,6006222102c4bdaf1e119fc089393312,1
cocktailbars,Cocktail Bars,n_tCTmh_deNgghFQrgqw8A,The Tiki Bar & Kitsch Inn,4.2,55.864946,-4.264367,214 Bath Street,Glasgow,1550.7592957422457,55.877822,-4.254817,6006222102c4bdaf1e119fc089393312,1
chinese,Chinese,pIfbAlMaIDv9p9ATSM7zAQ,SeeWoo Restaurant,3.7,55.8786698441732,-4.25490800345119,The Point,Glasgow,94.44659795596196,55.877822,-4.254817,6006222102c4bdaf1e119fc089393312,1
pubs,Pubs,7iWbPhxZlkLHaWbUPUzilA,McPhabbs,4.2,55.865734,-4.2769,23 Sandyford Place,Glasgow,1924.4375961779263,55.877822,-4.254817,6006222102c4bdaf1e119fc089393312,1
british,British,7iWbPhxZlkLHaWbUPUzilA,McPhabbs,4.2,55.865734,-4.2769,23 Sandyford Place,Glasgow,1924.4375961779263,55.877822,-4.254817,6006222102c4bdaf1e119fc089393312,1
bars,Bars,YHMNiuF4afVgE2lDhBFI6Q,The Flying Duck,4.2,55.8653784935707,-4.25502419471741,142 Renfield Street,Glasgow,1383.7136256346366,55.877822,-4.254817,6006222102c4bdaf1e119fc089393312,1
vegan,Vegan,YHMNiuF4afVgE2lDhBFI6Q,The Flying Duck,4.2,55.8653784935707,-4.25502419471741,142 Renfield Street,Glasgow,1383.7136256346366,55.877822,-4.254817,6006222102c4bdaf1e119fc089393312,1
british,British,aYjiag9Ml-IRobnLWJWMVA,Black Sheep Bistro,4.8,55.8726043701172,-4.26849508285522,10 Clarendon Street,Glasgow,1031.8027185996486,55.877822,-4.254817,6006222102c4bdaf1e119fc089393312,1
bars,Bars,5JO1athqPQ5PxJRI8fQTSw,Nice N Sleazy,3.9,55.8659997641268,-4.26895910904199,421 Sauchiehall Street,Glasgow,1583.1863394462011,55.877822,-4.254817,6006222102c4bdaf1e119fc089393312,1
bars,Bars,06KvRjZIupNZo6hzKiD0_g,The Hug & Pint,4.3,55.872187,-4.272383,171 Great Western Road,Glasgow,1262.269041814876,55.877822,-4.254817,6006222102c4bdaf1e119fc089393312,1
musicvenues,Music Venues,06KvRjZIupNZo6hzKiD0_g,The Hug & Pint,4.3,55.872187,-4.272383,171 Great Western Road,Glasgow,1262.269041814876,55.877822,-4.254817,6006222102c4bdaf1e119fc089393312,1
cafes,Cafes,2TjNoylIiA3n576jBgEjRg,Saramago at the CCA,4.2,55.865829342337,-4.26524234536048,350 Sauchiehall Street,Glasgow,1483.6728967600743,55.877822,-4.254817,6006222102c4bdaf1e119fc089393312,1
bars,Bars,2TjNoylIiA3n576jBgEjRg,Saramago at the CCA,4.2,55.865829342337,-4.26524234536048,350 Sauchiehall Street,Glasgow,1483.6728967600743,55.877822,-4.254817,6006222102c4bdaf1e119fc089393312,1
vegan,Vegan,2TjNoylIiA3n576jBgEjRg,Saramago at the CCA,4.2,55.865829342337,-4.26524234536048,350 Sauchiehall Street,Glasgow,1483.6728967600743,55.877822,-4.254817,6006222102c4bdaf1e119fc089393312,1
italian,Italian,aCU1x16rIhcN0jDU3qZsvA,Caprese - Don Costanzo,4.5,55.8676087,-4.272261,13 Woodside Crescent,Glasgow,1565.2448484821407,55.877822,-4.254817,6006222102c4bdaf1e119fc089393312,1
japanese,Japanese,C0GfaZm_xQgVxynri_BGJA,Nanakusa,4.1,55.8659433,-4.2691086,441-449 Sauchiehall Street,Glasgow,1607.8295235903229,55.877822,-4.254817,6006222102c4bdaf1e119fc089393312,1
sushi,Sushi Bars,C0GfaZm_xQgVxynri_BGJA,Nanakusa,4.1,55.8659433,-4.2691086,441-449 Sauchiehall Street,Glasgow,1607.8295235903229,55.877822,-4.254817,6006222102c4bdaf1e119fc089393312,1
lounges,Lounges,w-Jx_H8WhjQS4SAmNpeQaQ,Slouch,4.0,55.8645102,-4.2639284,203-205 Bath Street,Glasgow,1585.5949553573398,55.877822,-4.254817,6006222102c4bdaf1e119fc089393312,1
mexican,Mexican,1ri1xqJDArGm8Ye0WhV-DQ,Bibi's,4.3,55.8705651,-4.3174733,599 Dumbarton Road,Glasgow,248.37033531021333,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
british,British,jGLzc9eIUAnfto_5oZ8BMQ,Number 16 Restaurant,4.6,55.8708105,-4.2988387,16 Byres Road,Glasgow,1402.268394902216,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
pubs,Pubs,_S0eZCB0-qNCAMTrlAIqCw,6 Degrees North,4.2,55.8708349,-4.3154846,566 Dumbarton Road,Glasgow,362.99700407408295,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
bars,Bars,p4gqzveAJx4Ou75nrEI5pQ,St Louis,3.7,55.8712692260742,-4.32215881347656,734 Dumbarton Road,Glasgow,60.39546129462555,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
cafes,Cafes,p4gqzveAJx4Ou75nrEI5pQ,St Louis,3.7,55.8712692260742,-4.32215881347656,734 Dumbarton Road,Glasgow,60.39546129462555,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
korean,Korean,pNP1bHoIBJzCTQ57rtJYCQ,Kimchi Cult,4.3,55.8718766,-4.2984028,14 Chancellor Street,Glasgow,1433.9931411417324,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
delis,Delis,FZs-4Op-AJasAnW3Kh6fIg,Cafezique,4.0,55.8729361,-4.3017718,70-72 Hyndland Street,Glasgow,1239.615726488866,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
breakfast_brunch,Breakfast & Brunch,FZs-4Op-AJasAnW3Kh6fIg,Cafezique,4.0,55.8729361,-4.3017718,70-72 Hyndland Street,Glasgow,1239.615726488866,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
scottish,Scottish,2bgGFTdklZkqx_kes_y7fQ,Wee Lochan,4.8,55.878009,-4.32221,340 Crow Road,Glasgow,780.815973787324,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
scottish,Scottish,OejJwDSHuejNrcy1nB2CqA,Roastit Bubbly Jocks,4.1,55.870788674274,-4.3117197263623,450 Dumbarton Road,Glasgow,598.9778362087364,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
seafood,Seafood,OejJwDSHuejNrcy1nB2CqA,Roastit Bubbly Jocks,4.1,55.870788674274,-4.3117197263623,450 Dumbarton Road,Glasgow,598.9778362087364,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
bistros,Bistros,OejJwDSHuejNrcy1nB2CqA,Roastit Bubbly Jocks,4.1,55.870788674274,-4.3117197263623,450 Dumbarton Road,Glasgow,598.9778362087364,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
cafes,Cafes,PBJF5TmzxkiRE0tOsabGpg,Ceqwa,4.0,55.8709259,-4.320415,692 Dumbarton Road,Glasgow,42.38195542052346,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
seafood,Seafood,njqKz-SdhsJt1eOV26APcg,Two Fat Ladies,4.9,55.8702441982922,-4.29802610615608,88 Dumbarton Road,Glasgow,1455.2683652523851,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
pubs,Pubs,PkLiavkwqsGzE5D2tqfsyg,The Sparkle Horse,4.1,55.8712831,-4.3006374,16 Dowanhill Street,Glasgow,1290.2490839854838,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
pubs,Pubs,SR0C3SYCruI_rRTQ8dRZIg,The Thornwood,4.3,55.8711526,-4.3219181,724 Dumbarton Road,Glasgow,18.70668174744839,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
coffee,Coffee & Tea,M7k6H6iD40eZBur6C8DDtw,Meadow Road,4.5,55.8706431360153,-4.31666101647318,579 Dumbarton Road,Glasgow,292.99943161827014,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
delis,Delis,M7k6H6iD40eZBur6C8DDtw,Meadow Road,4.5,55.8706431360153,-4.31666101647318,579 Dumbarton Road,Glasgow,292.99943161827014,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
pubs,Pubs,Gi2Fs1Ve7lyJAXWKeQkthg,Three Judges,4.0,55.8702753,-4.2992824,141 Dumbarton Road,Glasgow,1364.689283361189,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
dimsum,Dim Sum,co4gY_gWMV1pJzc3gsPCRA,Dumpling Monkey,4.3,55.8702766,-4.2987123,121 Dumbarton Road,Glasgow,1412.3213555180923,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
hotdogs,Fast Food,co4gY_gWMV1pJzc3gsPCRA,Dumpling Monkey,4.3,55.8702766,-4.2987123,121 Dumbarton Road,Glasgow,1412.3213555180923,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
indpak,Indian,7tdUpWeSs2VyWSRJppYOXQ,Balbir's,4.2,55.870635,-4.297552,7 Church Street,Glasgow,1485.789920081805,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
bakeries,Bakeries,fN43KZEVNoYwiG8w8cP1QA,My Home Bakery: bakery & pre-loved cookbook shop,4.7,55.8722546526563,-4.30237508770144,59 Hyndland Street,Glasgow,1189.5988255591783,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
usedbooks,Used Bookstore,fN43KZEVNoYwiG8w8cP1QA,My Home Bakery: bakery & pre-loved cookbook shop,4.7,55.8722546526563,-4.30237508770144,59 Hyndland Street,Glasgow,1189.5988255591783,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
mediterranean,Mediterranean,mBbb3uNCnFC5uUDHeXM13A,Grillicious Partick,3.2,55.870502,-4.3197458,643 Dumbarton Road,Glasgow,120.89670244164773,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
indpak,Indian,5Oye9Hzac8ScH6hbBTg2RQ,Usha's,3.8,55.8706665,-4.2988299,2 Byres Road,Glasgow,1403.1581350696304,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
vegetarian,Vegetarian,5Oye9Hzac8ScH6hbBTg2RQ,Usha's,3.8,55.8706665,-4.2988299,2 Byres Road,Glasgow,1403.1581350696304,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
localflavor,Local Flavor,khzfB8TWqiGfJiEZ7vPExA,West End Festival Glasgow,4.4,55.873855,-4.299374,Byres Road,Glasgow,1404.862229532207,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
foodstands,Food Stands,khzfB8TWqiGfJiEZ7vPExA,West End Festival Glasgow,4.4,55.873855,-4.299374,Byres Road,Glasgow,1404.862229532207,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
musicvenues,Music Venues,khzfB8TWqiGfJiEZ7vPExA,West End Festival Glasgow,4.4,55.873855,-4.299374,Byres Road,Glasgow,1404.862229532207,55.871005,-4.321313,6250eaa7a4d4ffac2452eb0509ccbd59,5
bbq,Barbeque,7yJId8AYNB4PvxdQG1NQ6w,Dennistoun Bar-B-Que,4.2,55.8586288,-4.215759,585 Duke Street,Glasgow,149.66174985034064,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
burgers,Burgers,7yJId8AYNB4PvxdQG1NQ6w,Dennistoun Bar-B-Que,4.2,55.8586288,-4.215759,585 Duke Street,Glasgow,149.66174985034064,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
hotdogs,Fast Food,7yJId8AYNB4PvxdQG1NQ6w,Dennistoun Bar-B-Que,4.2,55.8586288,-4.215759,585 Duke Street,Glasgow,149.66174985034064,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
breweries,Breweries,5TZ23B_ShMLnKgRpRwzgtQ,Drygate Brewing Co,4.2,55.8601440459889,-4.23371256690206,85 Drygate,Glasgow,1281.0189221626727,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
scottish,Scottish,5TZ23B_ShMLnKgRpRwzgtQ,Drygate Brewing Co,4.2,55.8601440459889,-4.23371256690206,85 Drygate,Glasgow,1281.0189221626727,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
beer_and_wine,"Beer, Wine & Spirits",5TZ23B_ShMLnKgRpRwzgtQ,Drygate Brewing Co,4.2,55.8601440459889,-4.23371256690206,85 Drygate,Glasgow,1281.0189221626727,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
delis,Delis,5H8dlbwNzxQDD_cb5nu5tg,Celino's,4.4,55.862966,-4.212365,620-624 Alexandra Parade,Glasgow,539.6598315822945,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
italian,Italian,5H8dlbwNzxQDD_cb5nu5tg,Celino's,4.4,55.862966,-4.212365,620-624 Alexandra Parade,Glasgow,539.6598315822945,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
icecream,Ice Cream & Frozen Yogurt,5H8dlbwNzxQDD_cb5nu5tg,Celino's,4.4,55.862966,-4.212365,620-624 Alexandra Parade,Glasgow,539.6598315822945,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
cafes,Cafes,gZG4RC64mZCXLQMnyNIxzA,Coia's Cafe,3.9,55.858587,-4.219946,477 Duke Street,Glasgow,372.7206758190531,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
delis,Delis,gZG4RC64mZCXLQMnyNIxzA,Coia's Cafe,3.9,55.858587,-4.219946,477 Duke Street,Glasgow,372.7206758190531,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
british,British,1GgoJogpEYPisfUjmao_Ng,Tibo,4.1,55.858482,-4.2209443,443 Duke Street,Glasgow,460.34118280738306,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
cafes,Cafes,1GgoJogpEYPisfUjmao_Ng,Tibo,4.1,55.858482,-4.2209443,443 Duke Street,Glasgow,460.34118280738306,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
indpak,Indian,Hfx1uHdVmQdKsvpHJuf9dQ,Nakodar Grill,4.6,55.8586741,-4.2221708,13 Annfield Place,Glasgow,535.5951416521914,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
bakeries,Bakeries,MsdWHVvjjzPXR4J-eHgGhg,Tapa Bakehouse,4.2,55.8589638,-4.2192849,21 Whitehill Street,Glasgow,373.6619262162,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
organic_stores,Organic Stores,MsdWHVvjjzPXR4J-eHgGhg,Tapa Bakehouse,4.2,55.8589638,-4.2192849,21 Whitehill Street,Glasgow,373.6619262162,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
bars,Bars,_sA6tD6nXZf1ml5ADdXcQQ,The Duchess of Duke Street,4.1,55.8582526,-4.2181825,380 Duke Street,Glasgow,293.9265920559157,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
restaurants,Restaurants,_sA6tD6nXZf1ml5ADdXcQQ,The Duchess of Duke Street,4.1,55.8582526,-4.2181825,380 Duke Street,Glasgow,293.9265920559157,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
bars,Bars,z2rkgR3r_yiKX8bBL7k-4g,Saint Luke's And The Winged Ox,4.1,55.8547244,-4.2348558,St Luke's,Glasgow,1390.0182472606098,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
chicken_wings,Chicken Wings,z2rkgR3r_yiKX8bBL7k-4g,Saint Luke's And The Winged Ox,4.1,55.8547244,-4.2348558,St Luke's,Glasgow,1390.0182472606098,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
gastropubs,Gastropubs,z2rkgR3r_yiKX8bBL7k-4g,Saint Luke's And The Winged Ox,4.1,55.8547244,-4.2348558,St Luke's,Glasgow,1390.0182472606098,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
pubs,Pubs,w0mEmeiPZn_sao3ya_VnNg,Redmond's,4.1,55.8581314,-4.2234488,304 Duke Street,Glasgow,621.1257527237375,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
desserts,Desserts,6rQtin3P-_L0gc2UvP0gbw,Harry's Ice Cream,5.0,55.8585625,-4.2153673,597 Duke Street,Glasgow,124.22163762500016,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
creperies,Creperies,6rQtin3P-_L0gc2UvP0gbw,Harry's Ice Cream,5.0,55.8585625,-4.2153673,597 Duke Street,Glasgow,124.22163762500016,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
icecream,Ice Cream & Frozen Yogurt,6rQtin3P-_L0gc2UvP0gbw,Harry's Ice Cream,5.0,55.8585625,-4.2153673,597 Duke Street,Glasgow,124.22163762500016,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
hotels,Hotels,wuncSrKUXPnK_W-EQb8wxA,Cathedral House Hotel,4.1,55.861914,-4.2351325,28-32 Cathedral Square,Glasgow,1412.6155045916664,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
scottish,Scottish,wuncSrKUXPnK_W-EQb8wxA,Cathedral House Hotel,4.1,55.861914,-4.2351325,28-32 Cathedral Square,Glasgow,1412.6155045916664,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
pubs,Pubs,x7yIETU1ILImpJQ9M-pSdQ,Crown Creighton,4.0,55.8582714,-4.2145842,476-480 Duke Street,Glasgow,69.60914393108486,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
cafes,Cafes,sprXXcM-Mb5g0B0px4tKDw,Caffe Euro,4.0,55.8585849,-4.2170191,549 Duke Street,Glasgow,231.24697494740073,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
museums,Museums,e8A11xBK9-lfqQDV27optg,People's Palace and Winter Gardens,4.2,55.8511732407081,-4.23743298360591,Glasgow Green,Glasgow,1688.3656515493149,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
parks,Parks,e8A11xBK9-lfqQDV27optg,People's Palace and Winter Gardens,4.2,55.8511732407081,-4.23743298360591,Glasgow Green,Glasgow,1688.3656515493149,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
gardens,Botanical Gardens,e8A11xBK9-lfqQDV27optg,People's Palace and Winter Gardens,4.2,55.8511732407081,-4.23743298360591,Glasgow Green,Glasgow,1688.3656515493149,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
fishnchips,Fish & Chips,hVCDTFqe9sxqh6khy7Vo2A,Dennistoun,3.3,55.85868107050051,-4.218928698984933,6 Whitehill Street,Glasgow,344.27858829337566,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
pizza,Pizza,hVCDTFqe9sxqh6khy7Vo2A,Dennistoun,3.3,55.85868107050051,-4.218928698984933,6 Whitehill Street,Glasgow,344.27858829337566,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
kebab,Kebab,hVCDTFqe9sxqh6khy7Vo2A,Dennistoun,3.3,55.85868107050051,-4.218928698984933,6 Whitehill Street,Glasgow,344.27858829337566,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
desserts,Desserts,8YTqocb70uND6m8h3Ylv_A,Black Vanilla,3.6,55.8585476764218,-4.21702134682564,553 Duke Street,Glasgow,224.38324816323282,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
candy,Candy Stores,8YTqocb70uND6m8h3Ylv_A,Black Vanilla,3.6,55.8585476764218,-4.21702134682564,553 Duke Street,Glasgow,224.38324816323282,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
pubs,Pubs,SeeQNobtCVFtndr1r5NPSQ,The Alexandra,4.0,55.8582739,-4.2146267,470 Duke Street,Glasgow,89.68688000673403,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
fishnchips,Fish & Chips,MkWrsz1aGSWniDNH9-Vkdg,Claudios Fast Food,3.7,55.8583151,-4.2169583,416 Duke Street,Glasgow,212.5586142822877,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
sandwiches,Sandwiches,YAIRp6gRerNSCFhFRuMdfQ,Subway,4.0,55.8585849,-4.2168653,557 Duke St,Glasgow,212.71984500528814,55.858222,-4.213473,64351cf3fd58727dbb26147dec40e855,0
tapasmallplates,Tapas/Small Plates,_GHNOOJhhjLegiCvzf5V0Q,Ox And Finch,4.7,55.8656539706006,-4.28469195278264,920 Sauchiehall Street,Glasgow,747.5925000910231,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
scottish,Scottish,_GHNOOJhhjLegiCvzf5V0Q,Ox And Finch,4.7,55.8656539706006,-4.28469195278264,920 Sauchiehall Street,Glasgow,747.5925000910231,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
seafood,Seafood,1kVFS_JFcNKO2-twa2lOnQ,Two Fat Ladies at The Buttery,4.6,55.860914669507,-4.2718404034817,652-654 Argyle Street,Glasgow,980.6244237548174,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
seafood,Seafood,l8UWRblDIfIHWMl5jOd-4Q,Crabshakk,4.5,55.8650142,-4.2846675,1114 Argyle Street,Glasgow,677.0400976727353,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
steak,Steakhouses,hTYpLa8-w4WdCzyRjS5z5A,The Butchershop Bar & Grill,4.4,55.867009,-4.289232,1055 Sauchiehall Street,Glasgow,890.5269350544402,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
wine_bars,Wine Bars,hTYpLa8-w4WdCzyRjS5z5A,The Butchershop Bar & Grill,4.4,55.867009,-4.289232,1055 Sauchiehall Street,Glasgow,890.5269350544402,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
british,British,jGLzc9eIUAnfto_5oZ8BMQ,Number 16 Restaurant,4.6,55.8708105,-4.2988387,16 Byres Road,Glasgow,1492.4753422930837,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
british,British,6aXVZ8PIdPDM7yr_FDep_w,Fanny Trollopes Bistro,4.5,55.8646067,-4.2833538,1066 Argyle Street,Glasgow,661.4955209781871,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
seafood,Seafood,6aXVZ8PIdPDM7yr_FDep_w,Fanny Trollopes Bistro,4.5,55.8646067,-4.2833538,1066 Argyle Street,Glasgow,661.4955209781871,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
chinese,Chinese,nVSnufZ13Mcm9c5XufSPtg,Sichuan House,4.4,55.8655626,-4.2659366,345-349 Sauchiehall Street,Glasgow,1548.0886970007218,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
indpak,Indian,XutHqBQvVgrCqHrxIgsgrQ,Mother India's Café,4.5,55.867383,-4.291093,1355 Argyle Street,Glasgow,954.3915770047859,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
indpak,Indian,mO4Tn8uMPKgbM0RjOWgtKg,Mother India,4.5,55.8652985394064,-4.28391695667123,28 Westminster Terrace,Glasgow,721.2678384271562,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
scottish,Scottish,8Mpp1Pc17OcuiVyeaFBdeA,The Gannet,4.7,55.8649755,-4.2850311,1155 Argyle Street,Glasgow,669.4044798539036,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
bistros,Bistros,8Mpp1Pc17OcuiVyeaFBdeA,The Gannet,4.7,55.8649755,-4.2850311,1155 Argyle Street,Glasgow,669.4044798539036,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
spanish,Spanish,cNGlSdCbiAiM3FL9Pl3dGg,Cubatas Tapas Bar,4.4,55.8649108046997,-4.2759126677319,108 Elderslie Street,Glasgow,957.7509538314647,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
tapas,Tapas Bars,cNGlSdCbiAiM3FL9Pl3dGg,Cubatas Tapas Bar,4.4,55.8649108046997,-4.2759126677319,108 Elderslie Street,Glasgow,957.7509538314647,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
scottish,Scottish,R7vF2qoBmdO7NCujogPN-w,Stravaigin,4.2,55.872544,-4.282411,28 Gibson Street,Glasgow,1526.6806723707975,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
gastropubs,Gastropubs,R7vF2qoBmdO7NCujogPN-w,Stravaigin,4.2,55.872544,-4.282411,28 Gibson Street,Glasgow,1526.6806723707975,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
steak,Steakhouses,7DFVBsQXKuIrrj0-xl17Ew,Porter & Rye,4.6,55.864676,-4.284431,1131 Argyle Street,Glasgow,645.8682070661707,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
seafood,Seafood,m_ksPZkHsOFahKM2GvpcFQ,The Finnieston,4.0,55.864654382377,-4.2842772987793,1125 Argyle Street,Glasgow,646.2045078992987,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
cocktailbars,Cocktail Bars,m_ksPZkHsOFahKM2GvpcFQ,The Finnieston,4.0,55.864654382377,-4.2842772987793,1125 Argyle Street,Glasgow,646.2045078992987,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
indpak,Indian,yYztBpXfU_ZAcg2XXF8Yrw,India Quay,4.3,55.858027,-4.281241,181 Finnieston Street,Glasgow,390.5671958994702,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
bars,Bars,qjjmYSR3CVsJlr75vyIEBg,BrewDog Glasgow,4.3,55.8677022872916,-4.29187774658203,1397 Argyle Street,Glasgow,1001.8945370929663,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
sushi,Sushi Bars,m-ybVoGFgLhs3wz6evYNJw,Pickled Ginger,4.3,55.8632022,-4.2770778,512 St Vincent Street,Glasgow,780.9287035097526,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
japanese,Japanese,m-ybVoGFgLhs3wz6evYNJw,Pickled Ginger,4.3,55.8632022,-4.2770778,512 St Vincent Street,Glasgow,780.9287035097526,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
thai,Thai,3gAY5NgYqZD_AOhB8eLE6g,Thairiffic,4.4,55.8654830157119,-4.26485145027524,303 Sauchiehall Street,Glasgow,1566.361933615569,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
pubs,Pubs,Oal3XEeDwWeu21lJb-lVgg,Mini Grill,4.7,55.865029,-4.265696,244a Bath Street,Glasgow,1496.62929123709,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
scottish,Scottish,Oal3XEeDwWeu21lJb-lVgg,Mini Grill,4.7,55.865029,-4.265696,244a Bath Street,Glasgow,1496.62929123709,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
british,British,Oal3XEeDwWeu21lJb-lVgg,Mini Grill,4.7,55.865029,-4.265696,244a Bath Street,Glasgow,1496.62929123709,55.859081,-4.287211,654cfe414a7d682dfffd1259586b364f,5
